UTC,x,y,z,xv,yv,zv,accx,accy,accz,nc_accx,nc_accy,nc_accz,Computed Density,JB08,DTM2000,NRLMSISE00
2024-05-08 23:08:42,-3851116.438125656,5668616.127471857,46243.38534266845,-156.85971743771427,-39.43302107637026,-7630.42796855617,,,,-2.587687086830215e-07,5.443568396046317e-07,-4.200057099890131e-07,2.702955222435588e-12,1.299723950331318e-12,1.4014088626005628e-12,1.5098889262751984e-12
2024-05-08 23:09:42,-3851928.0562373735,5653603.354580545,-411344.147059785,129.80932183711647,-460.79686488303923,-7616.799405306248,,,,-2.1634360169997535e-07,5.456439744477848e-07,-4.2993910354116593e-07,2.511380534864229e-12,1.2786310213544934e-12,1.4271486210093383e-12,1.4844967884806508e-12
2024-05-08 23:10:42,-3835551.8614204917,5613363.05326211,-867090.9012679805,415.8514500183141,-880.033655427062,-7569.09399708812,,,,-1.2556789119599898e-07,5.023329974207513e-07,-5.074406068672488e-07,2.8069611351774043e-12,1.2519571292685571e-12,1.4361235782625712e-12,1.4505491103978764e-12
2024-05-08 23:11:42,-3802064.274713701,5548079.752474397,-1318958.3877698714,699.9742862199163,-1295.2492897317486,-7487.541881614207,,,,-7.815964941926268e-08,4.0630081077353e-07,-5.716613147299654e-07,3.1041646808334867e-12,1.2201397374237164e-12,1.4254495623405213e-12,1.4095889494208937e-12
2024-05-08 23:12:42,-3751618.9938604087,5458051.05380786,-1764926.6118210277,980.8952836889544,-1704.5701477245727,-7372.529212614727,,,,-8.70929284246813e-08,2.9720582706005416e-07,-4.7564854988024763e-07,2.446515251652206e-12,1.1837167425767342e-12,1.3945715128458423e-12,1.3628135313973467e-12
2024-05-08 23:13:42,-3684446.220966595,5343686.137683506,-2203003.4032402746,1257.3480327198997,-2106.152186699708,-7224.597098181163,,,,3.240704593565624e-08,3.2306110053781367e-07,-6.197604438540338e-07,3.2230965870041326e-12,1.1432852539081428e-12,1.3446908475642216e-12,1.3110351276428984e-12
2024-05-08 23:14:42,-3600851.482236221,5205503.697562495,-2631233.627146999,1528.089154503919,-2498.1905228151236,-7044.438089479103,,,,8.947720697705108e-08,2.0553195145822656e-07,-5.851720539240546e-07,3.147349398387146e-12,1.0995848464267502e-12,1.2781915487704192e-12,1.2547945945085018e-12
2024-05-08 23:15:42,-3501214.071910841,5044129.338197225,-3047708.1375652263,1791.9039866568396,-2878.9275979763106,-6832.892034859474,,,,6.643478833723293e-08,1.9181659194345002e-07,-6.334220348236386e-07,3.274529253178265e-12,1.0535051322861986e-12,1.1982448847879988e-12,1.194564253063035e-12
2024-05-08 23:16:42,-3385985.1558263106,4860292.483523782,-3450572.49981269,2047.6125729956218,-3246.661941296623,-6590.941990166797,,,,7.035895155382832e-08,5.031457206428058e-08,-5.257756461318763e-07,2.899137183654373e-12,1.0058948063496821e-12,1.1085952518496946e-12,1.130947570816868e-12
2024-05-08 23:17:42,-3255685.4980093497,4654822.740635443,-3838035.4147589738,2294.0759428828783,-3599.756931838586,-6319.7081709242175,,,,1.3376287899546924e-07,1.28014505662577e-08,-5.232390183351754e-07,3.003289048572562e-12,9.575518074105852e-13,1.0134258277999022e-12,1.0647875717881392e-12
2024-05-08 23:18:42,-3110902.8358918023,4428645.773955971,-4208376.711894052,2530.2012932527646,-3936.6483855792544,-6020.439986167071,,,,1.7386065565005993e-07,-4.09418072777612e-08,-4.887363882488671e-07,2.985170232267359e-12,9.092095978377859e-13,9.171699341149267e-13,9.971384273144199e-13
2024-05-08 23:19:42,-2952289.0018681134,4182778.7860897295,-4559954.873979975,2754.94551485502,-4255.850050372524,-5694.508748446848,,,,1.7107376448777245e-07,-4.973021994203464e-08,-3.7573275690760966e-07,2.3794654628208976e-12,8.615242268596583e-13,8.241705648784819e-13,9.291273903842185e-13
2024-05-08 23:20:42,-2780556.8128837696,3918325.674288933,-4891214.176237129,2967.3197793894974,-4555.959416444777,-5343.401821028935,,,,2.513063845910324e-07,-1.0678364326111023e-07,-3.0611836177030227e-07,2.419740444167955e-12,8.150643561975297e-13,7.381910692085035e-13,8.617974255419882e-13
